court_id,resource_uri,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,parent_court,appeals_to
calmunctmpa,https://www.courtlistener.com/api/rest/v4/courts/calmunctmpa/,,,,,,2023-10-02T18:23:47.655164-07:00,False,False,False,350.722,Cal. Mun. Ct. (Mariposa),"California Municipal Court, Mariposa County","Municipal Court of California, County of Mariposa",http://www.mariposacourt.org/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctmen,https://www.courtlistener.com/api/rest/v4/courts/calmunctmen/,,,,,,2023-10-02T18:23:47.671150-07:00,False,False,False,350.723,Cal. Mun. Ct. (Mendocino),"California Municipal Court, Mendocino County","Municipal Court of California, County of Mendocino",http://www.mendocino.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctmer,https://www.courtlistener.com/api/rest/v4/courts/calmunctmer/,,,,,,2023-10-02T18:23:47.683142-07:00,False,False,False,350.724,Cal. Mun. Ct. (Merced),"California Municipal Court, Merced County","Municipal Court of California, County of Merced",http://www.mercedcourt.org/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctmod,https://www.courtlistener.com/api/rest/v4/courts/calmunctmod/,,,,,,2023-10-02T18:23:47.703142-07:00,False,False,False,350.725,Cal. Mun. Ct. (Modoc),"California Municipal Court, Modoc County","Municipal Court of California, County of Modoc",https://www.modoc.courts.ca.gov,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctmno,https://www.courtlistener.com/api/rest/v4/courts/calmunctmno/,,,,,,2023-10-02T18:23:47.719487-07:00,False,False,False,350.726,Cal. Mun. Ct. (Mono),"California Municipal Court, Mono County","Municipal Court of California, County of Mono",http://www.mono.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctmon,https://www.courtlistener.com/api/rest/v4/courts/calmunctmon/,,,,,,2023-10-02T18:23:47.735218-07:00,False,False,False,350.727,Cal. Mun. Ct. (Monterey),"California Municipal Court, Monterey County","Municipal Court of California, County of Monterey",http://www.monterey.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctnap,https://www.courtlistener.com/api/rest/v4/courts/calmunctnap/,,,,,,2023-10-02T18:23:47.749555-07:00,False,False,False,350.728,Cal. Mun. Ct. (Napa),"California Municipal Court, Napa County","Municipal Court of California, County of Napa",http://www.napa.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctnev,https://www.courtlistener.com/api/rest/v4/courts/calmunctnev/,,,,,,2023-10-02T18:23:47.762595-07:00,False,False,False,350.729,Cal. Mun. Ct. (Nevada),"California Municipal Court, Nevada County","Municipal Court of California, County of Nevada",http://nccourt.net/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctora,https://www.courtlistener.com/api/rest/v4/courts/calmunctora/,,,,,,2023-10-02T18:23:47.779139-07:00,False,False,False,350.73,Cal. Mun. Ct. (Orange),"California Municipal Court, Orange County","Municipal Court of California, County of Orange",https://www.occourts.org/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctpla,https://www.courtlistener.com/api/rest/v4/courts/calmunctpla/,,,,,,2023-10-02T18:23:47.795155-07:00,False,False,False,350.731,Cal. Mun. Ct. (Placer),"California Municipal Court, Placer County","Municipal Court of California, County of Placer",http://www.placer.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctplu,https://www.courtlistener.com/api/rest/v4/courts/calmunctplu/,,,,,,2023-10-02T18:23:47.811142-07:00,False,False,False,350.732,Cal. Mun. Ct. (Plumas),"California Municipal Court, Plumas County","Municipal Court of California, County of Plumas",http://www.plumascourt.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctriv,https://www.courtlistener.com/api/rest/v4/courts/calmunctriv/,,,,,,2023-10-02T18:23:47.835150-07:00,False,False,False,350.733,Cal. Mun. Ct. (Riverside),"California Municipal Court, Riverside County","Municipal Court of California, County of Riverside",http://www.riverside.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsac,https://www.courtlistener.com/api/rest/v4/courts/calmunctsac/,,,,,,2023-10-02T18:23:47.855232-07:00,False,False,False,350.734,Cal. Mun. Ct. (Sacramento),"California Municipal Court, Sacramento County","Municipal Court of California, County of Sacramento",https://www.saccourt.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsbt,https://www.courtlistener.com/api/rest/v4/courts/calmunctsbt/,,,,,,2023-10-02T18:23:47.862748-07:00,False,False,False,350.735,Cal. Mun. Ct. (San Benito),"California Municipal Court, San Benito County","Municipal Court of California, County of San Benito",http://www.sanbenito.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsbd,https://www.courtlistener.com/api/rest/v4/courts/calmunctsbd/,,,,,,2023-10-02T18:23:47.873827-07:00,False,False,False,350.736,Cal. Mun. Ct. (San Bernardino),"California Municipal Court, San Bernardino County","Municipal Court of California, County of San Bernardino",http://www.sb-court.org/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsd,https://www.courtlistener.com/api/rest/v4/courts/calmunctsd/,,,,,,2023-10-02T18:23:47.883173-07:00,False,False,False,350.737,Cal. Mun. Ct. (San Diego),"California Municipal Court, San Diego County","Municipal Court of California, County of San Diego","http://www.sdcourt.ca.gov/portal/page?_pageid=55,1&_dad=portal&_schema=PORTAL",,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsf,https://www.courtlistener.com/api/rest/v4/courts/calmunctsf/,,,,,,2023-10-02T18:23:47.900129-07:00,False,False,False,350.738,Cal. Mun. Ct. (San Francisco),"California Municipal Court, San Francisco County","Municipal Court of California, County of San Francisco",https://www.sfsuperiorcourt.org/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsj,https://www.courtlistener.com/api/rest/v4/courts/calmunctsj/,,,,,,2023-10-02T18:23:47.924784-07:00,False,False,False,350.739,Cal. Mun. Ct. (San Joaquin),"California Municipal Court, San Joaquin County","Municipal Court of California, County of San Joaquin",https://www.sjcourts.org/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctslo,https://www.courtlistener.com/api/rest/v4/courts/calmunctslo/,,,,,,2023-10-02T18:23:47.939323-07:00,False,False,False,350.74,Cal. Mun. Ct. (San Luis Obispo),"California Municipal Court, San Luis Obispo County","Municipal Court of California, County of San Luis Obispo",https://www.slo.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsm,https://www.courtlistener.com/api/rest/v4/courts/calmunctsm/,,,,,,2023-10-02T18:23:47.955164-07:00,False,False,False,350.741,Cal. Mun. Ct. (San Mateo),"California Municipal Court, San Mateo County","Municipal Court of California, County of San Mateo",https://www.sanmateocourt.org/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsb,https://www.courtlistener.com/api/rest/v4/courts/calmunctsb/,,,,,,2023-10-02T18:23:47.975164-07:00,False,False,False,350.742,Cal. Mun. Ct. (Santa Barbara),"California Municipal Court, Santa Barbara County","Municipal Court of California, County of Santa Barbara",https://www.sbcourts.org/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctscl,https://www.courtlistener.com/api/rest/v4/courts/calmunctscl/,,,,,,2023-10-02T18:23:47.988731-07:00,False,False,False,350.743,Cal. Mun. Ct. (Santa Clara),"California Municipal Court, Santa Clara County","Municipal Court of California, County of Santa Clara",http://www.scscourt.org/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctscr,https://www.courtlistener.com/api/rest/v4/courts/calmunctscr/,,,,,,2023-10-02T18:23:48.014574-07:00,False,False,False,350.744,Cal. Mun. Ct. (Santa Cruz),"California Municipal Court, Santa Cruz County","Municipal Court of California, County of Santa Cruz",http://www.santacruzcourt.org/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsha,https://www.courtlistener.com/api/rest/v4/courts/calmunctsha/,,,,,,2023-10-02T18:23:48.031880-07:00,False,False,False,350.745,Cal. Mun. Ct. (Shasta),"California Municipal Court, Shasta County","Municipal Court of California, County of Shasta",http://www.shasta.courts.ca.gov,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsie,https://www.courtlistener.com/api/rest/v4/courts/calmunctsie/,,,,,,2023-10-02T18:23:48.048734-07:00,False,False,False,350.746,Cal. Mun. Ct. (Sierra),"California Municipal Court, Sierra County","Municipal Court of California, County of Sierra",http://sierra.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsis,https://www.courtlistener.com/api/rest/v4/courts/calmunctsis/,,,,,,2023-10-02T18:23:48.055295-07:00,False,False,False,350.747,Cal. Mun. Ct. (Siskiyou),"California Municipal Court, Siskiyou County","Municipal Court of California, County of Siskiyou",http://www.siskiyou.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsol,https://www.courtlistener.com/api/rest/v4/courts/calmunctsol/,,,,,,2023-10-02T18:23:48.071838-07:00,False,False,False,350.748,Cal. Mun. Ct. (Solano),"California Municipal Court, Solano County","Municipal Court of California, County of Solano",http://www.solano.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctson,https://www.courtlistener.com/api/rest/v4/courts/calmunctson/,,,,,,2023-10-02T18:23:48.083193-07:00,False,False,False,350.749,Cal. Mun. Ct. (Sonoma),"California Municipal Court, Sonoma County","Municipal Court of California, County of Sonoma",http://sonoma.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsta,https://www.courtlistener.com/api/rest/v4/courts/calmunctsta/,,,,,,2023-10-02T18:23:48.091221-07:00,False,False,False,350.75,Cal. Mun. Ct. (Stanislaus),"California Municipal Court, Stanislaus County","Municipal Court of California, County of Stanislaus",https://www.stanct.org/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctsut,https://www.courtlistener.com/api/rest/v4/courts/calmunctsut/,,,,,,2023-10-02T18:23:48.100497-07:00,False,False,False,350.751,Cal. Mun. Ct. (Sutter),"California Municipal Court, Sutter County","Municipal Court of California, County of Sutter",https://www.suttercourts.com/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctteh,https://www.courtlistener.com/api/rest/v4/courts/calmunctteh/,,,,,,2023-10-02T18:23:48.109677-07:00,False,False,False,350.752,Cal. Mun. Ct. (Tehama),"California Municipal Court, Tehama County","Municipal Court of California, County of Tehama",http://www.tehamacourt.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmuncttri,https://www.courtlistener.com/api/rest/v4/courts/calmuncttri/,,,,,,2023-10-02T18:23:48.115717-07:00,False,False,False,350.753,Cal. Mun. Ct. (Trinity),"California Municipal Court, Trinity County","Municipal Court of California, County of Trinity",https://www.trinity.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmuncttul,https://www.courtlistener.com/api/rest/v4/courts/calmuncttul/,,,,,,2023-10-02T18:23:48.128825-07:00,False,False,False,350.754,Cal. Mun. Ct. (Tulare),"California Municipal Court, Tulare County","Municipal Court of California, County of Tulare",http://www.tularesuperiorcourt.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmuncttuo,https://www.courtlistener.com/api/rest/v4/courts/calmuncttuo/,,,,,,2023-10-02T18:23:48.141907-07:00,False,False,False,350.755,Cal. Mun. Ct. (Tuolumne),"California Municipal Court, Tuolumne County","Municipal Court of California, County of Tuolumne",https://www.tuolumne.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctven,https://www.courtlistener.com/api/rest/v4/courts/calmunctven/,,,,,,2023-10-02T18:23:48.159270-07:00,False,False,False,350.756,Cal. Mun. Ct. (Ventura),"California Municipal Court, Ventura County","Municipal Court of California, County of Ventura",http://www.ventura.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctyol,https://www.courtlistener.com/api/rest/v4/courts/calmunctyol/,,,,,,2023-10-02T18:23:48.175270-07:00,False,False,False,350.757,Cal. Mun. Ct. (Yolo),"California Municipal Court, Yolo County","Municipal Court of California, County of Yolo",https://www.yolo.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
calmunctyub,https://www.courtlistener.com/api/rest/v4/courts/calmunctyub/,,,,,,2023-10-02T18:23:48.192883-07:00,False,False,False,350.758,Cal. Mun. Ct. (Yuba),"California Municipal Court, Yuba County","Municipal Court of California, County of Yuba",http://www.yuba.courts.ca.gov/,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/calmunct/,[]
caljustct,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,,,,,,2023-10-02T08:46:26.418797-07:00,False,False,False,350.8,,Califonia Justice Court,Califonia Justice Court,,,,ST,,[]
caljustctbut,https://www.courtlistener.com/api/rest/v4/courts/caljustctbut/,,,,,,2023-10-02T18:23:48.207332-07:00,False,False,False,350.801,Cal. Just. Ct. (Butte),"California Justice Court, Butte County","California Justice Court, Butte County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctcol,https://www.courtlistener.com/api/rest/v4/courts/caljustctcol/,,,,,,2023-10-02T18:23:48.223157-07:00,False,False,False,350.802,Cal. Just. Ct. (Colusa),"California Justice Court, Colusa County","California Justice Court, Colusa County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctfre,https://www.courtlistener.com/api/rest/v4/courts/caljustctfre/,,,,,,2023-10-02T18:23:48.239773-07:00,False,False,False,350.803,Cal. Just. Ct. (Fresno),"California Justice Court, Fresno County","California Justice Court, Fresno County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctgle,https://www.courtlistener.com/api/rest/v4/courts/caljustctgle/,,,,,,2023-10-02T18:23:48.255815-07:00,False,False,False,350.804,Cal. Just. Ct. (Glenn),"California Justice Court, Glenn County","California Justice Court, Glenn County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustcthum,https://www.courtlistener.com/api/rest/v4/courts/caljustcthum/,,,,,,2023-10-02T18:23:48.271782-07:00,False,False,False,350.805,Cal. Just. Ct. (Humboldt),"California Justice Court, Humboldt County","California Justice Court, Humboldt County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctker,https://www.courtlistener.com/api/rest/v4/courts/caljustctker/,,,,,,2023-10-02T18:23:48.291474-07:00,False,False,False,350.806,Cal. Just. Ct. (Kern),"California Justice Court, Kern County","California Justice Court, Kern County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctkin,https://www.courtlistener.com/api/rest/v4/courts/caljustctkin/,,,,,,2023-10-02T18:23:48.311485-07:00,False,False,False,350.808,Cal. Just. Ct. (Kings),"California Justice Court, Kings County","California Justice Court, Kings County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctlak,https://www.courtlistener.com/api/rest/v4/courts/caljustctlak/,,,,,,2023-10-02T18:23:48.323154-07:00,False,False,False,350.809,Cal. Just. Ct. (Lake),"California Justice Court, Lake County","California Justice Court, Lake County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctla,https://www.courtlistener.com/api/rest/v4/courts/caljustctla/,,,,,,2023-10-02T18:23:48.339215-07:00,False,False,False,350.81,Cal. Just. Ct. (Los Angeles),"California Justice Court, Los Angeles County","California Justice Court, Los Angeles County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctmad,https://www.courtlistener.com/api/rest/v4/courts/caljustctmad/,,,,,,2023-10-02T18:23:48.355644-07:00,False,False,False,350.811,Cal. Just. Ct. (Madera),"California Justice Court, Madera County","California Justice Court, Madera County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctmpa,https://www.courtlistener.com/api/rest/v4/courts/caljustctmpa/,,,,,,2023-10-02T18:23:48.371215-07:00,False,False,False,350.812,Cal. Just. Ct. (Mariposa),"California Justice Court, Mariposa County","California Justice Court, Mariposa County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctmen,https://www.courtlistener.com/api/rest/v4/courts/caljustctmen/,,,,,,2023-10-02T18:23:48.383140-07:00,False,False,False,350.813,Cal. Just. Ct. (Mendocino),"California Justice Court, Mendocino County","California Justice Court, Mendocino County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctmno,https://www.courtlistener.com/api/rest/v4/courts/caljustctmno/,,,,,,2023-10-02T18:23:48.393396-07:00,False,False,False,350.814,Cal. Just. Ct. (Mono),"California Justice Court, Mono County","California Justice Court, Mono County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctnev,https://www.courtlistener.com/api/rest/v4/courts/caljustctnev/,,,,,,2023-10-02T18:23:48.399341-07:00,False,False,False,350.815,Cal. Just. Ct. (Nevada),"California Justice Court, Nevada County","California Justice Court, Nevada County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctpla,https://www.courtlistener.com/api/rest/v4/courts/caljustctpla/,,,,,,2023-10-02T18:23:48.411161-07:00,False,False,False,350.816,Cal. Just. Ct. (Placer),"California Justice Court, Placer County","California Justice Court, Placer County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctplu,https://www.courtlistener.com/api/rest/v4/courts/caljustctplu/,,,,,,2023-10-02T18:23:48.420778-07:00,False,False,False,350.817,Cal. Just. Ct. (Plumas),"California Justice Court, Plumas County","California Justice Court, Plumas County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctsbt,https://www.courtlistener.com/api/rest/v4/courts/caljustctsbt/,,,,,,2023-10-02T18:23:48.435281-07:00,False,False,False,350.818,Cal. Just. Ct. (San Benito),"California Justice Court, San Benito County","California Justice Court, San Benito County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctsbd,https://www.courtlistener.com/api/rest/v4/courts/caljustctsbd/,,,,,,2023-10-02T18:23:48.449188-07:00,False,False,False,350.819,Cal. Just. Ct. (San Bernardino),"California Justice Court, San Bernardino County","California Justice Court, San Bernardino County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustctsis,https://www.courtlistener.com/api/rest/v4/courts/caljustctsis/,,,,,,2023-10-02T18:23:48.465785-07:00,False,False,False,350.82,Cal. Just. Ct. (Siskiyou),"California Justice Court, Siskiyou County","California Justice Court, Siskiyou County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustcttul,https://www.courtlistener.com/api/rest/v4/courts/caljustcttul/,,,,,,2023-10-02T18:23:48.479219-07:00,False,False,False,350.821,Cal. Just. Ct. (Tulare),"California Justice Court, Tulare County","California Justice Court, Tulare County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caljustcttuo,https://www.courtlistener.com/api/rest/v4/courts/caljustcttuo/,,,,,,2023-10-02T18:23:48.503479-07:00,False,False,False,350.822,Cal. Just. Ct. (Tuolumne),"California Justice Court, Tuolumne County","California Justice Court, Tuolumne County",,,2001-01-01,ST,https://www.courtlistener.com/api/rest/v4/courts/caljustct/,[]
caldistct,https://www.courtlistener.com/api/rest/v4/courts/caldistct/,,,,,,2022-01-19T14:00:43.050129-08:00,False,False,False,350.84,Cal. Dist. Ct.,Cal. District Court,California District Court,,1849-01-01,1879-12-31,ST,,[]
sfdistct,https://www.courtlistener.com/api/rest/v4/courts/sfdistct/,,,,,,2023-10-02T18:23:48.516383-07:00,False,False,False,350.841,,San Fran. Dist Ct,San Fransisco District Court,,1849-01-01,1879-12-31,ST,https://www.courtlistener.com/api/rest/v4/courts/caldistct/,[]
montereydistct,https://www.courtlistener.com/api/rest/v4/courts/montereydistct/,,,,,,2023-10-02T18:23:48.531254-07:00,False,False,False,350.842,,Monterey District Court,Monterey District Court,,1849-01-01,1879-12-31,ST,https://www.courtlistener.com/api/rest/v4/courts/caldistct/,[]
placerdistct,https://www.courtlistener.com/api/rest/v4/courts/placerdistct/,,,,,,2023-10-02T18:23:48.543276-07:00,False,False,False,350.843,,Placer District Court,"Placer District Court, California",,1849-01-01,1879-12-31,ST,https://www.courtlistener.com/api/rest/v4/courts/caldistct/,[]
sacdistct,https://www.courtlistener.com/api/rest/v4/courts/sacdistct/,,,,,,2023-10-02T18:23:48.559261-07:00,False,False,False,350.844,,Sacramento District Court,Sacramento District Court,,1849-01-01,1879-12-31,ST,https://www.courtlistener.com/api/rest/v4/courts/caldistct/,[]
shastadistct,https://www.courtlistener.com/api/rest/v4/courts/shastadistct/,,,,,,2023-10-02T18:23:48.576776-07:00,False,False,False,350.845,,Shasta District Court,Shasta District Court,,1849-01-01,1879-12-31,ST,https://www.courtlistener.com/api/rest/v4/courts/caldistct/,[]
siskiyoudistct,https://www.courtlistener.com/api/rest/v4/courts/siskiyoudistct/,,,,,,2023-10-02T18:23:48.588937-07:00,False,False,False,350.846,,Siskiyou District Court,Siskiyou District Court,,1849-01-01,1879-12-31,ST,https://www.courtlistener.com/api/rest/v4/courts/caldistct/,[]
yrekadistct,https://www.courtlistener.com/api/rest/v4/courts/yrekadistct/,,,,,,2023-10-02T18:23:48.599145-07:00,False,False,False,350.847,,Yreka District Court,Yreka District Court,,1849-01-01,1879-12-31,ST,https://www.courtlistener.com/api/rest/v4/courts/caldistct/,[]
yubadistct,https://www.courtlistener.com/api/rest/v4/courts/yubadistct/,,,,,,2023-10-02T18:23:48.619635-07:00,False,False,False,350.848,Yuba Dist. Ct.,Yuba District Court,Yuba District Court,,1849-01-01,1879-12-31,ST,https://www.courtlistener.com/api/rest/v4/courts/caldistct/,[]
santacruzdistct,https://www.courtlistener.com/api/rest/v4/courts/santacruzdistct/,,,,,,2023-10-02T18:23:48.633318-07:00,False,False,False,350.849,,Santa Cruz District Court,Santa Cruz District Court,,1849-01-01,1879-12-31,ST,https://www.courtlistener.com/api/rest/v4/courts/caldistct/,[]
trinitydistct,https://www.courtlistener.com/api/rest/v4/courts/trinitydistct/,,,,,,2023-10-02T18:23:48.651185-07:00,False,False,False,350.85,,Trinity District Court,Trinity District Court,,1849-01-01,1879-12-31,ST,https://www.courtlistener.com/api/rest/v4/courts/caldistct/,[]
caluneinsappbd,https://www.courtlistener.com/api/rest/v4/courts/caluneinsappbd/,,,,,,2022-03-17T13:00:00.555401-07:00,False,False,False,350.891,Cal. Unemp. Ins. App. Bd.,Cal. Unemp. Ins. App. Bd.,California Unemployment Insurance Appeals Board,https://cuiab.ca.gov,,,SS,,[]
calofcadmhrg,https://www.courtlistener.com/api/rest/v4/courts/calofcadmhrg/,,,,,,2022-03-17T13:00:45.437636-07:00,False,False,False,350.892,Cal. Ofc. of Admin. Hrg.,Cal. Ofc. of Admin. Hrg.,California Office of Administrative Hearings,https://www.dgs.ca.gov/OAH,,,SS,,[]
caljp,https://www.courtlistener.com/api/rest/v4/courts/caljp/,,,,,,2022-11-17T18:46:33.295088-08:00,False,False,False,350.893,,State of California Commission On Judicial Performance,State of California Commission On Judicial Performance,,,,C,,[]
colo,https://www.courtlistener.com/api/rest/v4/courts/colo/,,,,,,2014-07-11T13:49:42.750000-07:00,True,True,False,350.9,Colo.,Supreme Court of Colorado,Supreme Court of Colorado,http://www.coloradosupremecourt.com/,1876-08-01,,S,,[]
coloctapp,https://www.courtlistener.com/api/rest/v4/courts/coloctapp/,,,,,,2014-07-11T13:49:49.197000-07:00,True,True,False,351.0,Colo. Ct. App.,Colorado Court of Appeals,Colorado Court of Appeals,http://www.courts.state.co.us/Courts/Court_Of_Appeals/,1970-01-01,,SA,,[]
colctyct,https://www.courtlistener.com/api/rest/v4/courts/colctyct/,,,,,,2022-12-15T10:01:59.307151-08:00,False,False,False,351.1,,Colorado County Court,Colorado County Court,,,,ST,,[]
colctyctarapaho,https://www.courtlistener.com/api/rest/v4/courts/colctyctarapaho/,,,,,,2023-10-02T18:23:48.664987-07:00,False,False,False,351.101,,Arapahoe County District Court,Arapahoe County District Court,,,,ST,https://www.courtlistener.com/api/rest/v4/courts/colctyct/,[]
colctyctbent,https://www.courtlistener.com/api/rest/v4/courts/colctyctbent/,,,,,,2023-10-02T18:23:48.683297-07:00,False,False,False,351.102,,Bent County District Court,Bent County District Court,,,,ST,https://www.courtlistener.com/api/rest/v4/courts/colctyct/,[]
colctyctdouglas,https://www.courtlistener.com/api/rest/v4/courts/colctyctdouglas/,,,,,,2023-10-02T18:23:48.695175-07:00,False,False,False,351.103,,Douglas County District Court,Douglas County District Court,,,,ST,https://www.courtlistener.com/api/rest/v4/courts/colctyct/,[]
colctyctfremont,https://www.courtlistener.com/api/rest/v4/courts/colctyctfremont/,,,,,,2023-10-02T18:23:48.701142-07:00,False,False,False,351.104,,Fremont County District Court,Fremont County District Court,,,,ST,https://www.courtlistener.com/api/rest/v4/courts/colctyct/,[]
colctyctgarfiel,https://www.courtlistener.com/api/rest/v4/courts/colctyctgarfiel/,,,,,,2023-10-02T18:23:48.707026-07:00,False,False,False,351.105,,Garfield County District Court,Garfield County District Court,,,,ST,https://www.courtlistener.com/api/rest/v4/courts/colctyct/,[]
colctyctlarimer,https://www.courtlistener.com/api/rest/v4/courts/colctyctlarimer/,,,,,,2023-10-02T18:23:48.713372-07:00,False,False,False,351.106,,Larimer County District Court,Larimer County District Court,,,,ST,https://www.courtlistener.com/api/rest/v4/courts/colctyct/,[]
colctyctmeyer,https://www.courtlistener.com/api/rest/v4/courts/colctyctmeyer/,,,,,,2023-10-02T18:23:48.719728-07:00,False,False,False,351.107,,Meyer County District Court,Meyer County District Court,,,,ST,https://www.courtlistener.com/api/rest/v4/courts/colctyct/,[]
colctyctotero,https://www.courtlistener.com/api/rest/v4/courts/colctyctotero/,,,,,,2023-10-02T18:23:48.730059-07:00,False,False,False,351.108,,Otero County District Court,Otero County District Court,,,,ST,https://www.courtlistener.com/api/rest/v4/courts/colctyct/,[]
colctyctpitkin,https://www.courtlistener.com/api/rest/v4/courts/colctyctpitkin/,,,,,,2023-10-02T18:23:48.736256-07:00,False,False,False,351.109,,Pitkin County District Court,Pitkin County District Court,,,,ST,https://www.courtlistener.com/api/rest/v4/courts/colctyct/,[]
